City,Fuel Type Code,State,EV Total Port Count (Beta)
honolulu,ELEC,HI,310.0
honor,ELEC,MI,1.0
hood river,ELEC,OR,55.0
hooker,ELEC,OK,4.0
hooksett,ELEC,NH,23.0
hookstown,ELEC,PA,2.0
hoosick falls,ELEC,NY,4.0
hoover,ELEC,AL,6.0
hopatcong,ELEC,NJ,2.0
hope,ELEC,AR,20.0
hope mills,ELEC,NC,5.0
hope valley,ELEC,CA,2.0
hopedale,ELEC,MA,2.0
hopewell,ELEC,VA,8.0
hopewell township,ELEC,NJ,16.0
hopkins,ELEC,MN,8.0
hopkinsville,ELEC,KY,8.0
hopkinton,ELEC,MA,12.0
hopland,ELEC,CA,5.0
hornbrook,ELEC,CA,2.0
hornell,ELEC,NY,13.0
horseheads,ELEC,NY,11.0
horseshoe bay,ELEC,TX,12.0
horsham,ELEC,PA,42.0
horton,ELEC,KS,3.0
hot springs,ELEC,AR,64.0
hot springs national park,ELEC,AR,12.0
houghton,ELEC,NY,10.0
houghton lake,ELEC,MI,5.0
houlton,ELEC,ME,8.0
houma,ELEC,LA,2.0
houston,ELEC,TX,1424.0
hovland,ELEC,MN,2.0
howard,ELEC,WI,12.0
howard city,ELEC,MI,2.0
howe,ELEC,IN,16.0
howell,ELEC,MI,9.0
howell township,ELEC,NJ,14.0
howey-in-the-hills,ELEC,FL,2.0
huber heights,ELEC,OH,11.0
hudson,ELEC,IA,107.0
hudson oaks,ELEC,TX,5.0
hudsonville,ELEC,MI,17.0
hueytown,ELEC,AL,1.0
hughesville,ELEC,MD,5.0
hughson,ELEC,CA,2.0
hugo,ELEC,MN,6.0
hulbert,ELEC,OK,1.0
humacao,ELEC,PR,4.0
humble,ELEC,TX,51.0
humboldt,ELEC,KS,1.0
hummels wharf,ELEC,PA,1.0
hummelstown,ELEC,PA,5.0
hunker,ELEC,PA,1.0
hunt valley,ELEC,MD,13.0
hunter,ELEC,NY,4.0
huntersville,ELEC,NC,16.0
huntingburg,ELEC,IN,2.0
huntingdon,ELEC,PA,4.0
huntingdon valley,ELEC,PA,4.0
huntington,ELEC,WV,50.0
huntington beach,ELEC,CA,122.0
huntington park,ELEC,CA,12.0
huntington station,ELEC,NY,5.0
huntley,ELEC,IL,6.0
huntsville,ELEC,AL,151.0
hurley,ELEC,NY,2.0
hurlock,ELEC,MD,4.0
huron,ELEC,CA,17.0
huron charter township,ELEC,MI,2.0
hurricane,ELEC,WV,18.0
hurst,ELEC,TX,6.0
hutchinson,ELEC,KS,21.0
hutto,ELEC,TX,17.0
hyannis,ELEC,MA,50.0
hyattsville,ELEC,MD,50.0
hyde park,ELEC,NY,10.0
idaho falls,ELEC,ID,57.0
idaho springs,ELEC,CO,16.0
idyllwild,ELEC,CA,2.0
ignacio,ELEC,CO,2.0
ijamsville,ELEC,MD,18.0
imlay city,ELEC,MI,1.0
imperial,ELEC,CA,3.0
imperial beach,ELEC,CA,12.0
incline village,ELEC,NV,19.0
independence,ELEC,KS,45.0
independence charter township,ELEC,MI,14.0
indialantic,ELEC,FL,2.0
indian head,ELEC,MD,16.0
indian land,ELEC,SC,4.0
"indian land, south carolina",ELEC,SC,2.0
indian river,ELEC,MI,2.0
indian rocks beach,ELEC,FL,3.0
indian shores,ELEC,FL,3.0
indian springs,ELEC,NV,2.0
indian trail,ELEC,NC,3.0
indian wells,ELEC,CA,33.0
indiana,ELEC,PA,10.0
indianapolis,ELEC,IN,292.0
indianola,ELEC,IA,5.0
indiantown,ELEC,FL,9.0
indio,ELEC,CA,102.0
inez,ELEC,KY,2.0
inglewood,ELEC,CA,95.0
ingraham,ELEC,NY,4.0
ingram,ELEC,TX,6.0
inlet,ELEC,NY,6.0
intercourse,ELEC,PA,2.0
interlochen,ELEC,MI,2.0
international falls,ELEC,MN,2.0
intervale,ELEC,NH,2.0
inver grove heights,ELEC,MN,24.0
inver grove hts,ELEC,MN,1.0
inverness,ELEC,FL,14.0
inwood,ELEC,NY,4.0
inyokern,ELEC,CA,31.0
iola,ELEC,KS,1.0
ione,ELEC,OR,2.0
ionia,ELEC,MI,2.0
iowa,ELEC,LA,16.0
iowa city,ELEC,IA,70.0
ipswich,ELEC,MA,7.0
irmo,ELEC,SC,1.0
iron mountain,ELEC,MI,1.0
iron river,ELEC,MI,1.0
irondale,ELEC,AL,1.0
irondequoit,ELEC,NY,14.0
ironton,ELEC,MO,5.0
ironwood,ELEC,MI,3.0
irvi,ELEC,CA,2.0
irvine,ELEC,CA,1287.0
irving,ELEC,TX,149.0
irvington,ELEC,VA,15.0
irwindale,ELEC,CA,19.0
isabela,ELEC,PR,2.0
isanti,ELEC,MN,3.0
islamorada,ELEC,FL,15.0
island city,ELEC,OR,4.0
island park,ELEC,ID,5.0
island pond,ELEC,VT,1.0
islandia,ELEC,NY,14.0
isle,ELEC,MN,1.0
isle of palms,ELEC,SC,4.0
islesboro,ELEC,ME,1.0
issaqquah,ELEC,WA,8.0
issaquah,ELEC,WA,91.0
italy,ELEC,TX,10.0
itasca,ELEC,IL,13.0
ithaca,ELEC,NY,91.0
ivins,ELEC,UT,3.0
jaccksonville,ELEC,FL,2.0
jacinto city,ELEC,TX,2.0
jackman,ELEC,ME,8.0
jackpot,ELEC,NV,3.0
jackson,ELEC,MS,172.0
jackson center,ELEC,OH,2.0
jackson heights,ELEC,NY,9.0
jackson township,ELEC,NJ,16.0
jacksonville,ELEC,FL,447.0
jacksonville beach,ELEC,FL,8.0
jamaica,ELEC,NY,76.0
jamaica plain,ELEC,MA,1.0
jamaica plains,ELEC,MA,4.0
jamesport,ELEC,NY,5.0
jamestown,ELEC,NY,48.0
jamesville,ELEC,NY,5.0
jamison,ELEC,PA,2.0
jamul,ELEC,CA,8.0
janesville,ELEC,WI,19.0
jarrell,ELEC,TX,8.0
jasper,ELEC,AL,38.0
jay,ELEC,VT,18.0
jean,ELEC,NV,3.0
jeannette,ELEC,PA,1.0
jefferson,ELEC,WV,10.0
jefferson city,ELEC,MO,8.0
jeffersontown,ELEC,KY,6.0
jeffersonville,ELEC,IN,10.0
jekyll island,ELEC,GA,44.0
jellico,ELEC,TN,2.0
jemez springs,ELEC,NM,7.0
jenkintown,ELEC,PA,8.0
jenks,ELEC,OK,6.0
jenner,ELEC,CA,6.0
jennings,ELEC,MO,2.0
jensen,ELEC,UT,1.0
jensen beach,ELEC,FL,23.0
jericho,ELEC,VT,2.0
jersey city,ELEC,NJ,211.0
jersey village,ELEC,TX,2.0
jerseyville,ELEC,IL,2.0
jessup,ELEC,MD,18.0
jesup,ELEC,GA,7.0
jim thorpe,ELEC,PA,18.0
john day,ELEC,OR,3.0
johns creek,ELEC,GA,11.0
johns island,ELEC,SC,5.0
johnson,ELEC,VT,10.0
johnson city,ELEC,TN,34.0
johnson creek,ELEC,WI,10.0
johnston,ELEC,IA,59.0
johnstontown,ELEC,CO,8.0
johnstown,ELEC,NY,38.0
joint base mdl,ELEC,NJ,30.0
joint base pearl harbor-hickam,ELEC,HI,17.0
joliet,ELEC,IL,19.0
jones mills,ELEC,PA,1.0
jonesboro,ELEC,AR,32.0
jonesborough,ELEC,TN,2.0
jonesville,ELEC,SC,7.0
joplin,ELEC,MO,44.0
joppatowne,ELEC,MD,11.0
jordan,ELEC,NY,3.0
jordan valley,ELEC,OR,1.0
joseph,ELEC,OR,2.0
joshua tree,ELEC,CA,2.0
julesburg,ELEC,CO,2.0
julian,ELEC,CA,2.0
juncos,ELEC,PR,5.0
junction,ELEC,TX,19.0
junction city,ELEC,OR,7.0
juneau,ELEC,AK,26.0
juno beach,ELEC,FL,46.0
juno bech,ELEC,FL,1.0
jupiter,ELEC,FL,41.0
jurupa valley,ELEC,CA,4.0
kahuku,ELEC,HI,12.0
kahului,ELEC,HI,38.0
kailua,ELEC,HI,22.0
kailua kona,ELEC,HI,13.0
kailua-kona,ELEC,HI,34.0
kalama,ELEC,WA,2.0
kalamazoo,ELEC,MI,72.0
kalispell,ELEC,MT,10.0
kalkaska,ELEC,MI,2.0
kamas,ELEC,UT,8.0
kamuela,ELEC,HI,2.0
kanab,ELEC,UT,25.0
kane,ELEC,PA,4.0
kaneohe,ELEC,HI,20.0
kaneohe bay,ELEC,HI,4.0
kankakee,ELEC,IL,2.0
kannapolis,ELEC,NC,9.0
kansas,ELEC,MO,4.0
kansas city,ELEC,MO,1014.0
kapa'a,ELEC,HI,3.0
kapaau,ELEC,HI,2.0
kapolei,ELEC,HI,83.0
katonah,ELEC,NY,9.0
katy,ELEC,TX,119.0
kauai,ELEC,HI,1.0
kaufman,ELEC,TX,2.0
kaukauna,ELEC,WI,4.0
kaunakakai,ELEC,HI,1.0
kauneonga lake,ELEC,NY,2.0
kawkawlin,ELEC,MI,2.0
kaysville,ELEC,UT,20.0
keaau,ELEC,HI,2.0
kearney,ELEC,NE,29.0
kearns,ELEC,UT,4.0
kearny,ELEC,NJ,33.0
keasbey,ELEC,NJ,6.0
kea’au,ELEC,HI,1.0
keedysville,ELEC,MD,6.0
keene,ELEC,NH,11.0
keene valley,ELEC,NY,1.0
keenesburg,ELEC,CO,1.0
keeseville,ELEC,NY,4.0
keizer,ELEC,OR,5.0
keller,ELEC,TX,4.0
kelseyville,ELEC,CA,2.0
kelso,ELEC,WA,16.0
kemmerer,ELEC,WY,1.0
kenai,ELEC,AK,1.0
kenansville,ELEC,NC,2.0
kenesaw,ELEC,NE,2.0
kenmore,ELEC,WA,11.0
kennebunk,ELEC,ME,40.0
kennebunkport,ELEC,ME,20.0
kennedy,ELEC,NY,1.0
kennedy space center,ELEC,FL,3.0
kenner,ELEC,LA,44.0
kennesaw,ELEC,GA,77.0
kennett square,ELEC,PA,16.0
kennewick,ELEC,WA,28.0
kenosha,ELEC,WI,22.0
kensington,ELEC,NH,12.0
kent,ELEC,WA,63.0
kentfield,ELEC,CA,20.0
kentland,ELEC,IN,2.0
kentwood,ELEC,MI,14.0
kenwood,ELEC,CA,2.0
keosauqua,ELEC,IA,2.0
kerhonkson,ELEC,NY,5.0
kerman,ELEC,CA,10.0
kernersville,ELEC,NC,10.0
kernsersville,ELEC,NC,2.0
kerrville,ELEC,TX,11.0
kersey,ELEC,CO,2.0
keswick,ELEC,VA,6.0
kettering,ELEC,OH,22.0
kettleman city,ELEC,CA,111.0
kew gardens,ELEC,NY,5.0
kewanee,ELEC,IL,1.0
key biscayne,ELEC,FL,13.0
key largo,ELEC,FL,6.0
key west,ELEC,FL,58.0
keyport,ELEC,NJ,50.0
keystone,ELEC,SD,15.0
keystone heights,ELEC,FL,2.0
kiawah island,ELEC,SC,1.0
kihei,ELEC,HI,17.0
kildeer,ELEC,IL,2.0
kilgore,ELEC,TX,2.0
kill devil hills,ELEC,NC,13.0
killeen,ELEC,TX,19.0
killingly,ELEC,CT,2.0
killington,ELEC,VT,66.0
kilmarnock,ELEC,VA,3.0
kiln,ELEC,MS,17.0
kimball,ELEC,TN,12.0
kimberly,ELEC,OR,4.0
kinderhook,ELEC,NY,4.0
king,ELEC,NC,2.0
king city,ELEC,CA,32.0
king george,ELEC,VA,15.0
king of prussia,ELEC,PA,107.0
kingdom city,ELEC,MO,4.0
kingman,ELEC,AZ,39.0
kings bay,ELEC,GA,8.0
kings mountain,ELEC,NC,6.0
kings park,ELEC,NY,2.0
kingsburg,ELEC,CA,8.0
kingsland,ELEC,GA,11.0
kingsport,ELEC,TN,20.0
kingston,ELEC,NY,130.0
kingstown,ELEC,RI,6.0
kingsville,ELEC,TX,19.0
kingwood,ELEC,TX,10.0
kinston,ELEC,NC,13.0
kinstowne,ELEC,VA,2.0
kiowa,ELEC,CO,2.0
kirkland,ELEC,WA,99.0
kirksville,ELEC,MO,10.0
kirkwood,ELEC,NY,10.0
kissimmee,ELEC,FL,156.0
kittanning,ELEC,PA,3.0
kittery,ELEC,ME,40.0
kitty hawk,ELEC,NC,3.0
klamath,ELEC,CA,4.0
klamath falls,ELEC,OR,37.0
knightdale,ELEC,NC,19.0
knoxville,ELEC,TN,162.0
kodak,ELEC,TN,34.0
kohala,ELEC,HI,8.0
kokomo,ELEC,IN,22.0
koloa,ELEC,HI,14.0
kremmling,ELEC,CO,9.0
kuttawa,ELEC,KY,8.0
kutztown,ELEC,PA,4.0
kyle,ELEC,TX,32.0
l'anse,ELEC,MI,2.0
la,ELEC,CA,2.0
la canada flintridge,ELEC,CA,103.0
la cañada flintridge,ELEC,CA,7.0
la conner,ELEC,WA,4.0
la crescent,ELEC,MN,2.0
la crescenta,ELEC,CA,8.0
la crosse,ELEC,WI,22.0
la farge,ELEC,WI,2.0
la grande,ELEC,OR,7.0
la grange,ELEC,TX,13.0
la grange park,ELEC,IL,2.0
la habra,ELEC,CA,23.0
la habra heights,ELEC,CA,1.0
la honda,ELEC,CA,2.0
la jolla,ELEC,CA,202.0
la junta,ELEC,CO,13.0
la mesa,ELEC,CA,43.0
la mirada,ELEC,CA,15.0
la palma,ELEC,CA,4.0
la pine,ELEC,OR,2.0
la plata,ELEC,MO,14.0
la porte,ELEC,TX,7.0
la puente,ELEC,CA,14.0
la quinta,ELEC,CA,39.0
la vale,ELEC,MD,8.0
la verkin,ELEC,UT,14.0
la verne,ELEC,CA,18.0
la vista,ELEC,NE,4.0
labelle,ELEC,FL,5.0
lacey,ELEC,WA,76.0
lacombe,ELEC,LA,2.0
lacon,ELEC,IL,2.0
laconia,ELEC,NH,2.0
lacrosse,ELEC,WI,1.0
lacygne,ELEC,KS,6.0
ladera heights,ELEC,CA,2.0
ladera ranch,ELEC,CA,7.0
ladson,ELEC,SC,5.0
lady lake,ELEC,FL,10.0
ladysmith,ELEC,WI,2.0
lafarge,ELEC,WI,2.0
lafayette,ELEC,LA,179.0
lafayette hill,ELEC,PA,4.0
lafollette,ELEC,TN,1.0
lagrange,ELEC,GA,18.0
lagrangeville,ELEC,NY,4.0
laguna beach,ELEC,CA,31.0
laguna hills,ELEC,CA,28.0
laguna niguel,ELEC,CA,26.0
laguna woods,ELEC,CA,17.0
lahaina,ELEC,HI,33.0
laie,ELEC,HI,8.0
lake,ELEC,WY,1.0
lake arrowhead,ELEC,CA,10.0
lake balboa,ELEC,CA,2.0
lake buena vista,ELEC,FL,18.0
lake charles,ELEC,LA,15.0
lake city,ELEC,FL,53.0
lake como,ELEC,NJ,1.0
lake elmo,ELEC,MN,10.0
lake elsinore,ELEC,CA,62.0
lake forest,ELEC,IL,89.0
lake forest park,ELEC,WA,1.0
lake geneva,ELEC,WI,7.0
lake george,ELEC,NY,65.0
lake grove,ELEC,NY,14.0
lake hamilton,ELEC,AR,2.0
lake harmony,ELEC,PA,4.0
lake havasu city,ELEC,AZ,5.0
lake hopatcong,ELEC,NJ,2.0
lake in the hills,ELEC,IL,2.0
lake isabella,ELEC,CA,1.0
lake jackson,ELEC,TX,14.0
lake katrine,ELEC,NY,8.0
lake lure,ELEC,NC,2.0
lake luzerne,ELEC,NY,4.0
lake mary,ELEC,FL,42.0
lake mcdonald,ELEC,MT,2.0
lake mills,ELEC,WI,3.0
lake orion,ELEC,MI,53.0
lake oswego,ELEC,OR,75.0
lake ozark,ELEC,MO,2.0
lake park,ELEC,FL,3.0
lake placid,ELEC,NY,59.0
lake st. louis,ELEC,MO,2.0
lake station,ELEC,IN,2.0
lake stevens,ELEC,WA,6.0
lake township,ELEC,OH,4.0
lake villa,ELEC,IL,3.0
lake wales,ELEC,FL,6.0
lake worth,ELEC,FL,12.0
lake worth beach,ELEC,FL,8.0
lake zurich,ELEC,IL,8.0
lakehead-lakeshore,ELEC,CA,3.0
lakeland,ELEC,FL,40.0
lakemoor,ELEC,IL,16.0
lakeport,ELEC,CA,6.0
lakeside,ELEC,MT,19.0
lakeview,ELEC,NY,2.0
lakeville,ELEC,MN,33.0
lakeway,ELEC,TX,6.0
lakewood,ELEC,CA,209.0
lakewood ranch,ELEC,FL,11.0
lamar,ELEC,CO,16.0
lamarque,ELEC,TX,4.0
lambertville,ELEC,NJ,1.0
lamesa,ELEC,TX,3.0
lamoni,ELEC,IA,1.0
lamont,ELEC,FL,8.0
lampasas,ELEC,TX,3.0
lanai city,ELEC,HI,17.0
lancaster,ELEC,MA,225.0
land o' lakes,ELEC,FL,10.0
lander,ELEC,WY,12.0
landover,ELEC,MD,20.0
landover hills,ELEC,MD,4.0
lanesboro,ELEC,MN,6.0
lanesborough,ELEC,MA,10.0
langhorne,ELEC,PA,11.0
langley,ELEC,WA,6.0
lanham,ELEC,MD,12.0
lanham seabrook,ELEC,MD,6.0
lansdale,ELEC,PA,16.0
lansing,ELEC,MI,134.0
lantana,ELEC,FL,2.0
laotto,ELEC,IN,2.0
laplace,ELEC,LA,3.0
laramie,ELEC,WY,18.0
larchmont,ELEC,NY,14.0
laredo,ELEC,TX,14.0
largo,ELEC,FL,45.0
larkspur,ELEC,CA,27.0
larned,ELEC,KS,2.0
las banos,ELEC,CA,12.0
las cruces,ELEC,NM,48.0
las vegas,ELEC,NV,997.0
lasalle,ELEC,IL,3.0
latham,ELEC,NY,148.0
lathrop,ELEC,CA,20.0
latrobe,ELEC,PA,4.0
latta,ELEC,SC,4.0
lauderdale by the sea,ELEC,FL,2.0
lauderdale-by-the-sea,ELEC,FL,4.0
lauderhill,ELEC,FL,4.0
laughlin,ELEC,NV,18.0
laurel,ELEC,MD,85.0
laurel hollow,ELEC,NY,8.0
laurens,ELEC,SC,2.0
laurinburg,ELEC,NC,14.0
lavonia,ELEC,GA,2.0
lawndale,ELEC,CA,8.0
lawrence,ELEC,KS,77.0
lawrence ocl,ELEC,KS,2.0
lawrence township,ELEC,NJ,11.0
lawrenceburg,ELEC,TN,1.0
lawrenceville,ELEC,GA,92.0
lawton,ELEC,OK,17.0
layfayette,ELEC,CO,12.0
layton,ELEC,UT,22.0
laytonville,ELEC,CA,12.0
lburien,ELEC,WA,1.0
le claire,ELEC,IA,2.0
le mars,ELEC,IA,2.0
le roy,ELEC,NY,3.0
leadville,ELEC,CO,6.0
league city,ELEC,TX,20.0
leakey,ELEC,TX,2.0
leander,ELEC,TX,11.0
leavenworth,ELEC,KS,54.0
leawood,ELEC,KS,35.0
lebanon,ELEC,TN,92.0
lebec,ELEC,CA,36.0
ledyard,ELEC,CT,4.0
lee,ELEC,MA,19.0
lee's summit,ELEC,MO,4.0
leeds,ELEC,AL,28.0
lees summit,ELEC,MO,65.0
leesburg,ELEC,FL,66.0
leesport,ELEC,PA,8.0
leggett,ELEC,CA,4.0
lehi,ELEC,UT,158.0
lehighton,ELEC,PA,14.0
leicester,ELEC,MA,4.0
leitchfield,ELEC,KY,2.0
leland,ELEC,NC,19.0
lemars,ELEC,IA,2.0
lemon cove,ELEC,CA,2.0
lemon grove,ELEC,CA,5.0
lemont,ELEC,IL,11.0
lemoore,ELEC,CA,37.0
lemoyne,ELEC,PA,3.0
lena,ELEC,IL,1.0
lenexa,ELEC,KS,91.0
lennox,ELEC,CA,2.0
lenoir,ELEC,NC,9.0
lenoir city,ELEC,TN,9.0
lenox,ELEC,MA,23.0
leola,ELEC,PA,13.0
leoma,ELEC,TN,2.0
leominster,ELEC,MA,24.0
leonardtown,ELEC,MD,12.0
leonia,ELEC,NJ,6.0
leroy,ELEC,NY,2.0
levittown,ELEC,PA,16.0
lewes,ELEC,DE,26.0
lewis,ELEC,NY,4.0
lewis center,ELEC,OH,11.0
lewis run,ELEC,PA,2.0
lewisberry,ELEC,PA,8.0
lewisburg,ELEC,PA,16.0
lewiston,ELEC,MI,30.0
lewistown,ELEC,MO,3.0
lewisville,ELEC,TX,42.0
lexington,ELEC,SC,266.0
lexington park,ELEC,MD,11.0
leyden,ELEC,MA,2.0
liberal,ELEC,KS,6.0
liberty,ELEC,MO,28.0
liberty lake,ELEC,WA,28.0
liberty township,ELEC,OH,6.0
libertyville,ELEC,IL,27.0
lic,ELEC,NY,12.0
ligonier,ELEC,IN,2.0
lihue,ELEC,HI,51.0
lilburn,ELEC,GA,3.0
lilesville,ELEC,NC,1.0
lillington,ELEC,NC,6.0
lima,ELEC,OH,36.0
limerick,ELEC,PA,4.0
limestone,ELEC,TN,2.0
limon,ELEC,CO,18.0
lincoln,ELEC,RI,185.0
lincoln city,ELEC,OR,22.0
lincoln park,ELEC,NJ,6.0
lincolnshire,ELEC,IL,6.0
lincolnton,ELEC,NC,4.0
lincolnville,ELEC,ME,3.0
lincolnwood,ELEC,IL,18.0
lincroft,ELEC,NJ,12.0
lindale,ELEC,TX,8.0
linden,ELEC,TN,4.0
lindenhurst,ELEC,NY,6.0
lindenwold,ELEC,NJ,2.0
lindon,ELEC,UT,4.0
lindsay,ELEC,OK,19.0
lindsborg,ELEC,KS,1.0
linn,ELEC,MO,2.0
linthicum,ELEC,MD,3.0
linthicum heights,ELEC,MD,36.0
linton,ELEC,IN,4.0
linville,ELEC,NC,4.0
linwood,ELEC,NJ,1.0
lisbon,ELEC,OH,12.0
lisle,ELEC,IL,4.0
litchfield,ELEC,MN,17.0
litchfield park,ELEC,AZ,10.0
lithia springs,ELEC,GA,19.0
lithonia,ELEC,GA,19.0
lititz,ELEC,PA,15.0
little egg harbor,ELEC,NJ,2.0
little elm,ELEC,TX,16.0
little falls,ELEC,NJ,33.0
little ferry,ELEC,NJ,12.0
little meadows,ELEC,PA,2.0
little orleans,ELEC,MD,5.0
little river,ELEC,CA,18.0
little rock,ELEC,AR,160.0
little torch key,ELEC,FL,5.0
littlerock,ELEC,CA,2.0
littleton,ELEC,CO,150.0
live oak,ELEC,FL,15.0
livermore,ELEC,CA,203.0
liverpool,ELEC,NY,98.0
livingston,ELEC,NJ,47.0
livonia,ELEC,NY,52.0
llano,ELEC,TX,9.0
loch sheldrake,ELEC,NY,8.0
lock haven,ELEC,PA,5.0
lockeford,ELEC,CA,1.0
lockhart,ELEC,SC,4.0
lockport,ELEC,NY,14.0
locust grove,ELEC,GA,21.0
lodi,ELEC,CA,75.0
logan,ELEC,UT,45.0
logansport,ELEC,IN,2.0
loganville,ELEC,GA,15.0
loleta,ELEC,CA,6.0
loma linda,ELEC,CA,58.0
lombard,ELEC,IL,16.0
lomira,ELEC,WI,1.0
lomita,ELEC,CA,8.0
lompoc,ELEC,CA,33.0
lonaconing,ELEC,MD,2.0
london,ELEC,KY,29.0
londonderry,ELEC,NH,6.0
lone jack,ELEC,MO,6.0
lone pine,ELEC,CA,16.0
lone tree,ELEC,CO,37.0
long beach,ELEC,CA,538.0
long branch,ELEC,NJ,2.0
long island,ELEC,NY,16.0
long island city,ELEC,NY,53.0
long lake,ELEC,NY,2.0
long pond,ELEC,PA,2.0
longboat key,ELEC,FL,5.0
longmeadow,ELEC,MA,2.0
longmire,ELEC,WA,1.0
longmont,ELEC,CO,136.0
longview,ELEC,TX,30.0
longwood,ELEC,FL,11.0
lonoke,ELEC,AR,6.0
lookout mountain,ELEC,GA,5.0
loomis,ELEC,CA,16.0
lopez,ELEC,WA,2.0
lopez island,ELEC,WA,2.0
lordsburg,ELEC,NM,5.0
loretto,ELEC,KY,4.0
lorton,ELEC,VA,7.0
los alamitos,ELEC,CA,15.0
los alamos,ELEC,CA,25.0
los altos,ELEC,CA,267.0
los altos hills,ELEC,CA,15.0
los angeles,ELEC,CA,5240.0
los banos,ELEC,CA,10.0
los gatos,ELEC,CA,79.0
los indios,ELEC,TX,2.0
los lunas,ELEC,NM,24.0
los ranchos de albuquerque,ELEC,NM,2.0
lost hills,ELEC,CA,5.0
lotus,ELEC,CA,3.0
loudonville,ELEC,NY,4.0
louisa,ELEC,VA,2.0
louisa county,ELEC,VA,2.0
louisburg,ELEC,NC,7.0
louisville,ELEC,KY,320.0
loveland,ELEC,CO,89.0
lovell,ELEC,ME,2.0
lovelock,ELEC,NV,14.0
lowell,ELEC,NC,139.0
lower alloways creek,ELEC,NJ,14.0
lowville,ELEC,NY,2.0
loxahatchee,ELEC,FL,9.0
loyalton,ELEC,CA,1.0
lubbock,ELEC,TX,28.0
lubec,ELEC,ME,3.0
lucedale,ELEC,MS,1.0
lucerne valley,ELEC,CA,2.0
ludington,ELEC,MI,15.0
ludlow,ELEC,VT,43.0
lufkin,ELEC,TX,1.0
lugoff,ELEC,SC,1.0
lumberton,ELEC,NC,15.0
luning,ELEC,NV,10.0
luray,ELEC,VA,6.0
lusby,ELEC,MD,5.0
lusk,ELEC,WY,4.0
lutherville,ELEC,MD,4.0
lutherville timonium,ELEC,MD,2.0
lutherville-timonium,ELEC,MD,1.0
lutsen,ELEC,MN,2.0
lutz,ELEC,FL,15.0
luverne,ELEC,MN,7.0
lyme,ELEC,CT,3.0
lynchburg,ELEC,VA,25.0
lynden,ELEC,WA,1.0
lyndhurst,ELEC,NJ,12.0
lyndon,ELEC,KY,2.0
lynn,ELEC,MA,12.0
lynnfield,ELEC,MA,17.0
lynnwood,ELEC,WA,74.0
lynwood,ELEC,CA,24.0
lyon charter township,ELEC,MI,1.0
lyons,ELEC,CO,11.0
lyons falls,ELEC,NY,2.0
mabel,ELEC,MN,2.0
mableton,ELEC,GA,8.0
macclenny,ELEC,FL,4.0
macedon,ELEC,NY,3.0
macedonia,ELEC,OH,7.0
machesney park,ELEC,IL,3.0
machias,ELEC,ME,2.0
mackinaw city,ELEC,MI,30.0
macomb,ELEC,IL,6.0
macon,ELEC,GA,45.0
macungie,ELEC,PA,9.0
madan,ELEC,ND,3.0
madawaska,ELEC,ME,2.0
madeira,ELEC,FL,10.0
madera,ELEC,CA,88.0
madison,ELEC,WI,313.0
madison heights,ELEC,MI,16.0
"madison,",ELEC,FL,8.0
madisonville,ELEC,TX,38.0
madras,ELEC,OR,29.0
maggie valley,ELEC,NC,4.0
magna,ELEC,UT,2.0
magnolia,ELEC,TX,9.0
mahopac,ELEC,NY,8.0
mahopac falls,ELEC,NY,2.0
mahwah,ELEC,NJ,63.0
maiden,ELEC,NC,8.0
maiden rock,ELEC,WI,2.0
maineville,ELEC,OH,4.0
mainsfield,ELEC,PA,1.0
maitland,ELEC,FL,22.0
makanda,ELEC,IL,4.0
makawao,ELEC,HI,1.0
malaga,ELEC,NJ,8.0
malden,ELEC,MA,60.0
malibu,ELEC,CA,48.0
malone,ELEC,NY,17.0
malta,ELEC,NY,33.0
malvern,ELEC,PA,67.0
mamaroneck,ELEC,NY,13.0
mammoth hot springs,ELEC,WY,3.0
mammoth lakes,ELEC,CA,26.0
manahawkin,ELEC,NJ,5.0
manakin sabot,ELEC,VA,3.0
manalapan,ELEC,FL,3.0
manassas,ELEC,VA,51.0
manchester,ELEC,NH,128.0
manchester center,ELEC,VT,13.0
manchester-by-the-sea,ELEC,MA,6.0
mancos,ELEC,CO,2.0
mandan,ELEC,ND,8.0
mandeville,ELEC,LA,7.0
manhattan,ELEC,KS,67.0
manhattan beach,ELEC,CA,129.0
manheim,ELEC,PA,1.0
manistee,ELEC,MI,17.0
manitou springs,ELEC,CO,12.0
manitowoc,ELEC,WI,6.0
mankato,ELEC,MN,21.0
manlius,ELEC,NY,16.0
mannford,ELEC,OK,4.0
manning,ELEC,IA,2.0
manor,ELEC,TX,5.0
manorville,ELEC,NY,19.0
mansfield,ELEC,OH,43.0
mansfield center,ELEC,CT,8.0
manson,ELEC,WA,4.0
manteca,ELEC,CA,81.0
manteo,ELEC,NC,2.0
mantua,ELEC,NJ,2.0
manvel,ELEC,TX,6.0
maple grove,ELEC,MN,49.0
maple hill,ELEC,KS,4.0
maple shade,ELEC,NJ,8.0
maplewood,ELEC,MN,67.0
maquoketa,ELEC,IA,2.0
marana,ELEC,AZ,2.0
marathon,ELEC,FL,9.0
marble canyon,ELEC,AZ,3.0
marble falls,ELEC,TX,4.0
marble hill,ELEC,GA,2.0
marblehead,ELEC,MA,12.0
marblemount,ELEC,WA,3.0
marcellus,ELEC,NY,2.0
march air reserve base,ELEC,CA,6.0
marco island,ELEC,FL,9.0
